Id,Predicted
2996,0
2997,0
2998,0
2999,1
3000,1
3001,1
3002,1
3003,1
3004,0
3005,1
3006,1
3007,0
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,1
3017,0
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,0
3030,1
3031,1
3032,0
3033,1
3034,1
3035,1
3036,0
3037,0
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,0
3049,0
3050,1
3051,0
3052,1
3053,0
3054,0
3055,1
3056,1
3057,1
3058,1
3059,0
3060,1
3061,1
3062,1
3063,1
3064,0
3065,1
3066,1
3067,0
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,0
3075,1
3076,1
3077,1
3078,1
3079,0
3080,0
3081,1
3082,1
3083,1
3084,1
3085,1
3086,0
3087,1
3088,1
3089,0
3090,1
3091,1
3092,1
3093,1
3094,1
3095,1
3096,0
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,0
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,1
3124,0
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,0
3138,1
3139,1
3140,1
3141,1
3142,1
3143,1
3144,0
3145,0
3146,0
3147,1
3148,0
3149,1
3150,1
3151,0
3152,1
3153,0
3154,0
3155,1
3156,1
3157,0
3158,1
3159,1
3160,1
3161,0
3162,0
3163,0
3164,1
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,1
3172,1
3173,0
3174,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,0
3181,1
3182,0
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,0
3193,0
3194,1
3195,1
3196,1
3197,1
3198,0
3199,1
3200,1
3201,1
3202,1
3203,0
3204,1
3205,1
3206,1
3207,1
3208,0
3209,0
3210,0
3211,1
3212,0
3213,0
3214,1
3215,1
3216,1
3217,1
3218,1
3219,0
3220,1
3221,1
3222,1
3223,1
3224,0
3225,1
3226,1
3227,1
3228,1
3229,1
3230,0
3231,1
3232,1
3233,0
3234,0
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,0
3242,1
3243,1
3244,1
3245,0
3246,1
3247,1
3248,1
3249,0
3250,1
3251,1
3252,0
3253,1
3254,0
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,1
3266,1
3267,1
3268,0
3269,1
3270,1
3271,1
3272,1
3273,0
3274,1
3275,1
3276,1
3277,0
3278,1
3279,0
3280,1
3281,1
3282,1
3283,0
3284,0
3285,1
3286,0
3287,1
3288,1
3289,1
3290,0
3291,1
3292,1
3293,1
3294,0
3295,1
3296,0
3297,1
3298,1
3299,0
3300,1
3301,1
3302,0
3303,0
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,0
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,0
3320,1
3321,0
3322,1
3323,0
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,0
3334,0
3335,1
3336,0
3337,1
3338,1
3339,1
3340,0
3341,1
3342,1
3343,1
3344,0
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,0
3358,0
3359,1
3360,1
3361,1
3362,0
3363,0
3364,1
3365,0
3366,1
3367,1
3368,1
3369,0
3370,0
3371,1
3372,1
3373,1
3374,0
3375,1
3376,1
3377,1
3378,1
3379,1
3380,0
3381,0
3382,0
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,0
3391,0
3392,1
3393,1
3394,0
3395,1
3396,1
3397,1
3398,0
3399,1
3400,1
3401,0
3402,1
3403,1
3404,1
3405,1
3406,1
3407,0
3408,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,0
3417,0
3418,1
3419,0
3420,1
3421,1
3422,1
3423,1
3424,1
3425,0
3426,1
3427,1
3428,1
3429,1
3430,1
3431,1
3432,0
3433,1
3434,1
3435,1
3436,1
3437,1
3438,0
3439,1
3440,0
3441,1
3442,0
3443,1
3444,0
3445,1
3446,0
3447,1
3448,1
3449,1
3450,1
3451,1
3452,1
3453,0
3454,1
3455,1
3456,1
3457,1
3458,1
3459,0
3460,0
3461,1
3462,0
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,0
3470,1
3471,0
3472,1
3473,1
3474,1
3475,1
3476,1
3477,0
3478,1
3479,0
3480,1
3481,0
3482,1
3483,1
3484,1
3485,1
3486,0
3487,1
3488,1
3489,1
3490,0
3491,1
3492,1
3493,1
3494,1
3495,0
3496,1
3497,1
3498,1
3499,1
3500,1
3501,1
3502,0
3503,1
3504,1
3505,1
3506,1
3507,0
3508,0
3509,1
3510,1
3511,1
3512,1
3513,1
3514,1
3515,0
3516,1
3517,1
3518,0
3519,1
3520,1
3521,0
3522,1
3523,0
3524,1
3525,1
3526,0
3527,1
3528,1
3529,0
3530,1
3531,1
3532,0
3533,0
3534,1
3535,0
3536,1
3537,1
3538,1
3539,1
3540,1
3541,0
3542,1
3543,1
3544,0
3545,1
3546,0
3547,1
3548,1
3549,1
3550,1
3551,0
3552,1
3553,1
3554,1
3555,1
3556,1
3557,0
3558,0
3559,1
3560,1
3561,1
3562,1
3563,1
3564,0
3565,1
3566,1
3567,1
3568,0
3569,1
3570,0
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,0
3584,1
3585,1
3586,1
3587,1
3588,0
3589,1
3590,1
3591,0
3592,1
3593,1
3594,1
3595,1
3596,1
3597,0
3598,0
3599,1
3600,1
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,0
3609,1
3610,1
3611,1
3612,1
3613,1
3614,1
3615,1
3616,0
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,0
3630,1
3631,1
3632,0
3633,1
3634,1
3635,1
3636,1
3637,0
3638,1
3639,1
3640,0
3641,0
3642,0
3643,1
3644,0
3645,0
3646,1
3647,0
3648,0
3649,1
3650,0
3651,0
3652,0
3653,1
3654,1
3655,1
3656,1
3657,1
3658,0
3659,0
3660,1
3661,1
3662,1
3663,0
3664,0
3665,1
3666,1
3667,0
3668,1
3669,0
3670,1
3671,1
3672,1
3673,0
3674,1
3675,0
3676,1
3677,1
3678,1
3679,0
3680,1
3681,1
3682,1
3683,1
3684,1
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,0
3693,1
3694,1
3695,1
3696,0
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,0
3707,0
3708,0
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,0
3716,1
3717,1
3718,1
3719,1
3720,0
3721,0
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,0
3737,1
3738,1
3739,1
3740,1
3741,0
3742,0
3743,1
3744,0
3745,1
3746,0
3747,1
3748,1
3749,0
3750,1
3751,0
3752,1
3753,1
3754,1
3755,1
3756,1
3757,0
3758,1
3759,0
3760,1
3761,1
3762,1
3763,1
3764,0
3765,0
3766,0
3767,1
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3775,0
3776,1
3777,1
3778,1
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3797,0
3798,1
3799,1
3800,1
3801,1
3802,1
3803,0
3804,1
3805,0
3806,0
3807,1
3808,1
3809,1
3810,1
3811,0
3812,1
3813,1
3814,1
3815,0
3816,1
3817,1
3818,1
3819,1
3820,1
3821,0
3822,1
3823,1
3824,0
3825,1
3826,1
3827,1
3828,0
3829,0
3830,1
3831,0
3832,1
3833,0
3834,1
3835,1
3836,1
3837,0
3838,1
3839,1
3840,0
3841,0
3842,0
3843,0
3844,1
3845,0
3846,1
3847,1
3848,0
3849,1
3850,0
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,0
3858,1
3859,0
3860,1
3861,0
3862,1
3863,1
3864,0
3865,1
3866,1
3867,0
3868,1
3869,0
3870,1
3871,1
3872,1
3873,0
3874,1
3875,1
3876,1
3877,1
3878,1
3879,1
3880,1
3881,1
3882,0
3883,0
3884,1
3885,0
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,0
3896,0
3897,1
3898,1
3899,1
3900,1
3901,0
3902,0
3903,1
3904,1
3905,1
3906,1
3907,1
3908,0
3909,0
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,0
3931,0
3932,0
3933,0
3934,0
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,0
3944,1
3945,0
3946,1
3947,0
3948,0
3949,0
3950,0
3951,1
3952,1
3953,0
3954,0
3955,0
3956,1
3957,1
3958,1
3959,1
3960,1
3961,0
3962,1
3963,1
3964,1
3965,0
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,0
3973,1
3974,0
3975,1
3976,1
3977,0
3978,1
3979,1
3980,0
3981,1
3982,1
3983,1
3984,0
3985,0
3986,0
3987,0
3988,1
3989,1
3990,1
3991,1
3992,1
3993,0
3994,1
3995,0
3996,1
3997,1
3998,1
3999,1
4000,0
4001,0
4002,0
4003,0
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,0
4011,1
4012,0
4013,1
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,1
4021,1
4022,0
4023,1
4024,0
4025,0
4026,0
4027,0
4028,1
4029,1
4030,0
4031,0
4032,0
4033,1
4034,1
4035,0
4036,1
4037,0
4038,1
4039,1
4040,1
4041,0
4042,1
4043,1
4044,1
4045,0
4046,0
4047,1
4048,1
4049,0
4050,1
4051,1
4052,1
4053,0
4054,1
4055,1
4056,1
4057,1
4058,0
4059,1
4060,0
4061,1
4062,1
4063,1
4064,0
4065,1
4066,1
4067,1
4068,0
4069,1
4070,1
4071,0
4072,1
4073,1
4074,1
4075,1
4076,0
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,1
4088,0
4089,1
4090,0
4091,1
4092,1
4093,1
4094,0
4095,0
4096,0
4097,1
4098,1
4099,1
4100,1
4101,1
4102,0
4103,0
4104,1
4105,1
4106,0
4107,1
4108,0
4109,0
4110,1
4111,0
4112,1
4113,0
4114,1
4115,0
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,0
4124,1
4125,0
4126,1
4127,1
4128,0
4129,1
4130,1
4131,1
4132,0
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,0
4140,0
4141,1
4142,1
4143,0
4144,0
4145,1
4146,1
4147,1
4148,1
4149,1
4150,0
4151,1
4152,1
4153,0
4154,0
4155,1
4156,0
4157,1
4158,0
4159,0
4160,1
4161,1
4162,0
4163,1
4164,1
4165,1
4166,1
4167,0
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,0
4178,0
4179,1
4180,1
4181,0
4182,0
4183,1
4184,0
4185,1
4186,1
4187,1
4188,1
4189,1
4190,0
4191,1
4192,0
4193,1
4194,1
4195,1
4196,1
4197,1
4198,0
4199,1
4200,0
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,0
4211,1
4212,1
4213,1
4214,0
4215,1
4216,0
4217,1
4218,0
4219,1
4220,0
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,0
4236,1
4237,1
4238,1
4239,0
4240,1
4241,1
4242,0
4243,0
4244,1
4245,1
4246,1
4247,1
4248,1
4249,1
4250,1
4251,0
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,0
4259,0
4260,1
4261,1
4262,0
4263,1
4264,1
4265,1
4266,1
4267,1
4268,1
4269,1
4270,1
4271,0
4272,0
4273,1
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,0
4281,1
4282,0
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,0
4291,1
4292,0
4293,1
4294,0
4295,1
4296,0
4297,1
4298,1
4299,1
4300,0
4301,0
4302,0
4303,1
4304,0
4305,1
4306,0
4307,1
4308,1
4309,0
4310,1
4311,1
4312,1
4313,1
4314,0
4315,1
4316,0
4317,1
4318,0
4319,1
4320,1
4321,1
4322,1
4323,1
4324,0
4325,1
4326,0
4327,1
4328,1
4329,0
4330,0
4331,1
4332,1
4333,0
4334,1
4335,1
4336,0
4337,0
4338,0
4339,1
4340,1
4341,1
4342,0
4343,0
4344,0
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,0
4352,0
4353,1
4354,1
4355,1
4356,0
4357,1
4358,0
4359,1
4360,1
4361,0
4362,0
4363,0
4364,1
4365,0
4366,1
4367,1
4368,0
4369,0
4370,0
4371,1
4372,1
4373,0
4374,0
4375,1
4376,1
4377,1
4378,0
4379,1
4380,1
4381,1
4382,1
4383,0
4384,0
4385,1
4386,0
4387,1
4388,1
4389,1
4390,1
4391,0
4392,1
4393,0
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,0
4404,0
4405,1
4406,1
4407,0
4408,1
4409,1
4410,0
4411,0
4412,0
4413,1
4414,1
4415,1
4416,1
4417,1
4418,1
4419,0
4420,1
4421,1
4422,0
4423,1
4424,1
4425,0
4426,0
4427,0
4428,1
4429,1
4430,0
4431,1
4432,0
4433,0
4434,1
4435,0
4436,1
4437,1
4438,1
4439,1
4440,0
4441,1
4442,1
4443,0
4444,1
4445,1
4446,0
4447,0
4448,1
4449,0
4450,0
4451,1
4452,0
4453,1
4454,0
4455,1
4456,0
4457,1
4458,0
4459,0
4460,0
4461,1
4462,1
4463,0
4464,0
4465,1
4466,1
4467,1
4468,1
4469,1
4470,0
4471,1
4472,1
4473,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,0
4480,0
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,0
4505,0
4506,0
4507,0
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,0
4521,1
4522,1
4523,1
4524,0
4525,0
4526,0
4527,1
4528,0
4529,1
4530,1
4531,1
4532,1
4533,1
4534,0
4535,1
4536,1
4537,0
4538,1
4539,1
4540,1
4541,0
4542,1
4543,1
4544,1
4545,0
4546,0
4547,1
4548,1
4549,0
4550,0
4551,0
4552,1
4553,1
4554,1
4555,0
4556,0
4557,0
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4566,0
4567,0
4568,1
4569,1
4570,1
4571,0
4572,0
4573,1
4574,1
4575,0
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,0
4583,1
4584,0
4585,1
4586,0
4587,1
4588,0
4589,1
4590,1
4591,0
4592,1
4593,0
4594,1
4595,1
4596,0
4597,1
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,1
4605,1
4606,1
4607,1
4608,1
4609,1
4610,1
4611,0
4612,1
4613,0
4614,1
4615,1
4616,1
4617,1
4618,1
4619,1
4620,0
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,0
4633,1
4634,1
4635,1
4636,0
4637,0
4638,1
4639,1
4640,0
4641,1
4642,1
4643,0
4644,0
4645,0
4646,0
4647,1
4648,1
4649,0
4650,1
4651,1
4652,0
4653,1
4654,1
4655,0
4656,1
4657,0
4658,0
4659,1
4660,1
4661,1
4662,1
4663,0
4664,0
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,0
4674,1
4675,0
4676,1
4677,1
4678,1
4679,1
4680,1
4681,1
4682,0
4683,0
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,0
4691,1
4692,0
4693,1
4694,0
4695,1
4696,1
4697,0
4698,0
4699,1
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,0
4707,1
4708,1
4709,0
4710,0
4711,1
4712,1
4713,1
4714,1
4715,1
4716,0
4717,0
4718,1
4719,1
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,0
4728,0
4729,0
4730,1
4731,1
4732,1
4733,1
4734,0
4735,1
4736,1
4737,1
4738,1
4739,0
4740,1
4741,1
4742,0
4743,1
4744,1
4745,0
4746,1
4747,1
4748,1
4749,0
4750,1
4751,1
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,1
4766,0
4767,0
4768,1
4769,1
4770,1
4771,1
4772,0
4773,1
4774,1
4775,0
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,0
4789,1
4790,1
4791,0
4792,0
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,1
4800,1
4801,0
4802,1
4803,1
4804,1
4805,0
4806,1
4807,1
4808,1
4809,1
4810,1
4811,0
4812,1
4813,1
4814,1
4815,0
4816,1
4817,1
4818,1
4819,0
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,0
4828,1
4829,1
4830,0
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,0
4838,1
4839,0
4840,1
4841,1
4842,1
4843,0
4844,1
4845,1
4846,1
4847,0
4848,0
4849,1
4850,1
4851,1
4852,1
4853,1
4854,1
4855,1
4856,0
4857,0
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,0
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,0
4875,1
4876,1
4877,0
4878,1
4879,0
4880,0
4881,1
4882,1
4883,0
4884,1
4885,0
4886,1
4887,0
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,0
4895,1
4896,1
4897,1
4898,0
4899,1
4900,1
4901,1
4902,1
4903,1
4904,1
4905,0
4906,0
4907,1
4908,0
4909,1
4910,1
4911,1
4912,1
4913,1
4914,0
4915,1
4916,1
4917,1
4918,1
4919,0
4920,1
4921,1
4922,0
4923,1
4924,1
4925,0
4926,0
4927,1
4928,1
4929,1
4930,1
4931,1
4932,0
4933,1
4934,1
4935,1
4936,1
4937,0
4938,1
4939,1
4940,0
4941,0
4942,1
4943,1
4944,1
4945,1
4946,1
4947,0
4948,1
4949,1
4950,1
4951,1
4952,1
4953,0
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,0
4963,1
4964,1
4965,0
4966,1
4967,1
4968,0
4969,0
4970,0
4971,1
4972,1
4973,0
4974,0
4975,1
4976,1
4977,1
4978,1
4979,0
4980,1
4981,0
4982,1
4983,1
4984,0
4985,0
4986,1
4987,1
4988,1
4989,0
4990,1
4991,1
4992,0
4993,1
4994,1
4995,1
4996,1
4997,0
4998,1
4999,0
5000,1
5001,0
5002,1
5003,1
5004,0
5005,1
5006,1
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,0
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,0
5035,1
5036,0
5037,1
5038,1
5039,1
5040,0
5041,1
5042,1
5043,1
5044,0
5045,0
5046,1
5047,1
5048,1
5049,1
5050,1
5051,0
5052,0
5053,1
5054,1
5055,1
5056,1
5057,0
5058,1
5059,0
5060,0
5061,1
5062,1
5063,1
5064,1
5065,1
5066,0
5067,1
5068,1
5069,1
5070,1
5071,1
5072,1
5073,1
5074,0
5075,1
5076,1
5077,1
5078,0
5079,1
5080,0
5081,1
5082,0
5083,1
5084,1
5085,1
5086,0
5087,0
5088,1
5089,0
5090,1
5091,1
5092,1
5093,1
5094,1
5095,0
5096,1
5097,1
5098,1
5099,1
5100,0
5101,0
5102,1
5103,1
5104,0
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,0
5112,1
5113,1
5114,1
5115,1
5116,0
5117,0
5118,1
5119,1
5120,1
5121,0
5122,1
5123,1
5124,1
5125,1
5126,0
5127,1
5128,1
5129,1
5130,1
5131,0
5132,1
5133,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,0
5140,1
5141,1
5142,0
5143,1
5144,1
5145,1
5146,0
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,1
5154,0
5155,1
5156,1
5157,1
5158,0
5159,0
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,0
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5178,1
5179,1
5180,0
5181,1
5182,0
5183,1
5184,1
5185,0
5186,1
5187,1
5188,1
5189,1
5190,0
5191,1
5192,1
5193,0
5194,1
5195,1
5196,1
5197,1
5198,0
5199,1
5200,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,0
5209,0
5210,1
5211,1
5212,1
5213,1
5214,0
5215,1
5216,1
5217,1
5218,1
5219,0
5220,0
5221,1
5222,1
5223,1
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5235,0
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,0
5243,1
5244,0
5245,1
5246,1
5247,0
5248,0
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,1
5260,0
5261,1
5262,1
5263,1
5264,1
5265,1
5266,0
5267,1
5268,1
5269,1
5270,1
5271,1
5272,0
5273,1
5274,1
5275,1
5276,0
5277,1
5278,0
5279,1
5280,1
5281,0
5282,1
5283,1
5284,1
5285,1
5286,1
5287,0
5288,1
5289,0
5290,1
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5300,0
5301,0
5302,1
5303,0
5304,1
5305,1
5306,1
5307,1
5308,1
5309,0
5310,0
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,0
5318,1
5319,1
5320,1
5321,0
5322,1
5323,1
5324,1
5325,1
5326,0
5327,1
5328,1
5329,1
5330,1
5331,1
5332,0
5333,0
5334,1
5335,0
5336,1
5337,1
5338,1
5339,1
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,0
5356,0
5357,1
5358,1
5359,1
5360,1
5361,1
5362,0
5363,0
5364,1
5365,1
5366,1
5367,0
5368,1
5369,1
5370,0
5371,1
5372,1
5373,1
5374,1
5375,1
5376,0
5377,1
5378,1
5379,1
5380,0
5381,1
5382,1
5383,1
5384,0
5385,0
5386,1
5387,0
5388,1
5389,1
5390,0
5391,1
5392,1
5393,0
5394,1
5395,1
5396,1
5397,1
5398,1
5399,0
5400,1
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,0
5410,1
5411,1
5412,1
5413,1
5414,1
5415,0
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,0
5423,0
5424,0
5425,1
5426,0
5427,0
5428,1
5429,0
5430,1
5431,1
5432,1
5433,1
5434,1
5435,1
5436,0
5437,0
5438,1
5439,1
5440,1
5441,1
5442,1
5443,1
5444,0
5445,1
5446,1
5447,1
5448,1
5449,0
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,1
5460,1
5461,1
5462,0
5463,1
5464,0
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,1
5477,1
5478,0
5479,1
5480,1
5481,0
5482,1
5483,1
5484,0
5485,1
5486,0
5487,1
5488,1
5489,0
5490,1
5491,0
5492,1
5493,1
5494,0
5495,1
5496,1
5497,1
5498,0
5499,1
5500,1
5501,1
5502,0
5503,0
5504,1
5505,0
5506,1
5507,1
5508,1
5509,1
5510,0
5511,0
5512,1
5513,1
5514,1
5515,1
5516,1
5517,1
5518,1
5519,1
5520,0
5521,1
5522,1
5523,1
5524,0
5525,1
5526,0
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,0
5534,1
5535,1
5536,1
5537,1
5538,1
5539,0
5540,1
5541,1
5542,1
5543,1
5544,1
5545,1
5546,0
5547,0
5548,0
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,0
5556,1
5557,0
5558,1
5559,1
5560,1
5561,1
5562,0
5563,1
5564,1
5565,1
5566,0
5567,1
5568,1
5569,0
5570,1
5571,0
5572,1
5573,1
5574,1
5575,1
5576,1
5577,1
5578,1
5579,0
5580,0
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,1
5588,1
5589,0
5590,0
5591,0
5592,1
5593,0
5594,1
5595,0
5596,1
5597,1
5598,1
5599,1
5600,0
5601,1
5602,1
5603,1
5604,1
5605,1
5606,1
5607,0
5608,1
5609,1
5610,1
5611,0
5612,0
5613,0
5614,1
5615,1
5616,1
5617,0
5618,0
5619,0
5620,1
5621,0
5622,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,0
5629,1
5630,0
5631,0
5632,0
5633,1
5634,1
5635,1
5636,1
5637,1
5638,1
5639,1
5640,0
5641,1
5642,1
5643,1
5644,1
5645,1
5646,0
5647,0
5648,1
5649,0
5650,0
5651,0
5652,1
5653,0
5654,0
5655,0
5656,1
5657,0
5658,1
5659,0
5660,1
5661,0
5662,1
5663,0
5664,1
5665,1
5666,1
5667,1
5668,1
5669,1
5670,1
5671,0
5672,1
5673,1
5674,1
5675,1
5676,1
5677,1
5678,1
5679,1
5680,1
5681,0
5682,1
5683,0
5684,1
5685,1
5686,1
5687,1
5688,0
5689,1
5690,1
5691,1
5692,1
5693,1
5694,0
5695,0
5696,1
5697,1
5698,0
5699,0
5700,1
5701,1
5702,1
5703,1
5704,1
5705,1
5706,1
5707,0
5708,1
5709,0
5710,1
5711,1
5712,1
5713,1
5714,1
5715,1
5716,1
5717,1
5718,1
5719,1
5720,1
5721,1
5722,0
5723,1
5724,1
5725,1
5726,1
5727,0
5728,1
5729,1
5730,1
5731,1
5732,0
5733,1
5734,0
5735,1
5736,1
5737,0
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,0
5751,1
5752,0
5753,1
5754,1
5755,1
5756,0
5757,1
5758,1
5759,0
5760,1
5761,1
5762,1
5763,0
5764,1
5765,0
5766,1
5767,1
5768,1
5769,1
5770,1
5771,1
5772,0
5773,1
5774,0
5775,1
5776,0
5777,1
5778,1
5779,1
5780,1
5781,1
5782,1
5783,1
5784,0
5785,0
5786,1
5787,0
5788,1
5789,1
5790,0
5791,0
5792,1
5793,1
